epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.9208926558494568,0.9539516568183899,599.0,1145.0,0.24597053229808807,0.9010286331176758,0.9456591010093689,9878.0,10424.0,0.8315789699554443,0.9233242869377136,13.0,451.0,0.8506017327308655,0.7517886757850647,0.9905728697776794,925.0,1366.0
1,0.9312800765037537,0.9607476592063904,497.0,1018.0,0.21905726194381714,0.9118309617042542,0.9549206495285034,10003.0,10528.0,0.4932849407196045,0.9643232226371765,1395.0,1.0,0.7637187242507935,0.0,0.0,1359.0,0.0
